times,rate_values,rate_models,targets_id,values_id,models_id
2021-11,90.0,90.0,"['1811.11721', '1903.07293', '2012.12877', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '1710.08969']","['1811.11721', '1903.07293', '2012.12877', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '1903.07293', '2012.12877', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '1904.02874']"
2021-12,100.0,100.0,"['1811.11721', '1903.07293', '2012.12877', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '2012.12877', '1903.07293', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '1903.07293', '2012.12877', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']"
2022-01,100.0,100.0,"['1811.11721', '2012.12877', '1903.07293', '2004.08955', '1910.03151', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '2012.12877', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '2012.12877', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']"
2022-02,90.0,100.0,"['1811.11721', '2012.12877', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '2012.12877', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['1811.11721', '2012.12877', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2102.05095']"
2022-03,100.0,90.0,"['1811.11721', '2012.12877', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2001.06810', '2006.03654', '2004.13621']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2001.06810', '2102.05095']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2001.06810', '2004.13621']"
2022-04,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2001.06810', '2102.05095']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2001.06810', '2102.05095']"
2022-05,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']"
2022-06,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']"
2022-07,90.0,90.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2001.06810']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2004.13621']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2004.13621']"
2022-08,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2004.13621']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2004.13621']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2004.13621']"
2022-09,100.0,90.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2004.13621']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2004.13621']"
2022-10,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']"
2022-11,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']"
2022-12,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']"
2023-01,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2006.03654', '2102.05095', '2103.02907']"
2023-02,100.0,100.0,"['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2103.02907']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2103.02907']","['2012.12877', '1811.11721', '1903.07293', '1910.03151', '2004.08955', '2009.14794', '2006.04768', '2102.05095', '2006.03654', '2103.02907']"
2023-03,100.0,100.0,"['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2006.04768', '2009.14794', '2102.05095', '2006.03654', '2103.02907']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2006.04768', '2102.05095', '2006.03654', '2009.14794', '2103.02907']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2006.04768', '2102.05095', '2006.03654', '2009.14794', '2103.02907']"
2023-04,100.0,100.0,"['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2006.04768', '2102.05095', '2006.03654', '2009.14794', '2103.02907']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2102.05095', '2006.04768', '2103.02907', '2006.03654', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2006.04768', '2102.05095', '2103.02907', '2009.14794', '2006.03654']"
2023-05,100.0,100.0,"['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2004.08955', '2102.05095', '2006.04768', '2103.02907', '2006.03654', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2006.03654', '2103.02907', '2004.08955', '2102.05095', '2006.04768', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2102.05095', '2006.04768', '2004.08955', '2103.02907', '2006.03654', '2009.14794']"
2023-06,100.0,100.0,"['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2006.03654', '2103.02907', '2004.08955', '2102.05095', '2006.04768', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2006.03654', '2103.02907', '2102.05095', '2004.08955', '2006.04768', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2006.03654', '2103.02907', '2004.08955', '2006.04768', '2009.14794', '2102.05095']"
2023-07,100.0,100.0,"['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2006.03654', '2103.02907', '2102.05095', '2004.08955', '2006.04768', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2006.03654', '2103.02907', '2102.05095', '2004.08955', '2006.04768', '2009.14794']"
2023-08,100.0,100.0,"['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']","['2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']","['2012.12877', '1811.11721', '1910.03151', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']"
2023-09,100.0,100.0,"['2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']","['2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']","['2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']"
2023-10,100.0,90.0,"['2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955', '2009.14794']","['2012.12877', '1910.03151', '1706.03762', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2004.08955', '2006.04768', '2009.14794']"
2023-11,100.0,100.0,"['2012.12877', '1910.03151', '1706.03762', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['2012.12877', '1910.03151', '1811.11721', '1903.07293', '1706.03762', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']"
2023-12,100.0,100.0,"['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']"
2024-01,100.0,100.0,"['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']"
2024-02,100.0,90.0,"['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2009.14794']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2004.08955']"
2024-03,100.0,100.0,"['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2009.14794']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2103.02907', '2006.03654', '2102.05095', '2006.04768', '2009.14794']","['1706.03762', '2012.12877', '1910.03151', '1811.11721', '1903.07293', '2006.03654', '2103.02907', '2102.05095', '2006.04768', '2009.14794']"
